id;is_misinfo;Tweets,,,,,,,,,,,,,
1,34361E+18;0;Happy to be getting my first dose of vaccine! It's time that COVID-19 F**ked off - vaccines in arms is his that's going to happen #upyourscorona https://t.co/X8gL1RQJNo,,,,,,,,,,,,
1,"34685E+18;0;""if u think stevetony &gt; stevebucky"," don’t worry about what’s in the vaccine""",,,,,,,,,,,
1,37328E+18;0;First vaccine jab done. Not feeling ill yet.,,,,,,,,,,,,
1,34218E+18;0;if you’ve ever eaten in pinks diner,  don’t worry about what’s in the vaccine,,,,,,,,,,,
1,34662E+18;0;If you use to eat food from the Dixie chicken in durham that had a 0 star food hygiene rating, you don’t need to worry about what is in the vaccine.,,,,,,,,,,,
1,"36074E+18;1;""Can you still transmit Covid-19 after vaccination? - BBC Future",,,,,,,,,,,,
,,,,,,,,,,,,,
"There isn't yet any conclusive evidence that the Pfizer-BioNTech unapproved experimental “vaccine” can prevent people from being infected with the coronavirus – and therefore halt its spread. https://t.co/QM1e3QjQLd""",,,,,,,,,,,,,
1,37386E+18;0;I got the vaccine today and my arm hurts so fucking muchhh,,,,,,,,,,,,
1,38711E+18;0;Got my second #COVID19 vaccination today. Quick, easy, and painless. If you are in Denver Metro area, there are three locations you can go to get a vaccine (without an appointment). https://t.co/pY5pejY9Sx #GetVaccinated,,,,,,,,,
1,3444E+18;0;Amazing news! We are very excited to announce that our participants and team members are receiving the #covid19 vaccine right now.   More info to come. #couragetolove,,,,,,,,,,,,
1,34573E+18;1;Experimental genetic engineering is not called vaccine as it is Pfeizer RNA. only on the market because not enough tested. the reaction will be for later, while our genes react, mutation of one of them can have multiple conseaquences. Russian roulette? you're jocking? much worse,,,,,,,,,,
1,344E+18;1;This is an outrage! Branding us all like cattle with a toxic vaccine that will fulfill Bill Gates depopulation agenda and make Big Pharma Trillions. Not only NO, but hell NO! https://t.co/EFVSRo9mrA,,,,,,,,,,,
1,34294E+18;0;Hahahahaha! Let’s gooooooo! If you’re short on Bitcoin DONT worry about what’s in the vaccine buddy https://t.co/Qwx0hlkYbt,,,,,,,,,,,,
1,"35933E+18;1;""#Covid19 #CovidHoax #Plandemic #VaccineInjury #VaccineDeaths #CovidVaccine #Sterilization #Depopulation ",,,,,,,,,,,,
"Report: Pregnant Doctor Suffers Miscarriage After Receiving Covid-19 Vaccine https://t.co/8XetqDc4g0""",,,,,,,,,,,,,
1,38731E+18;0;If you drank the forbidden Egyptian sarcophagus liquid you don't have to worry about what's in the vaccine,,,,,,,,,,,,
1,"3604E+18;1;""Let's be clear !",,,,,,,,,,,,
,,,,,,,,,,,,,
Keeping everyone locked up cannot be conducive to obtaining hurd immunity for the population !,,,,,,,,,,,,,
,,,,,,,,,,,,,
The jab is pointless for those who've had #Covid19 already !,,,,,,,,,,,,,
,,,,,,,,,,,,,
"Why is it crucial to initiate the entire population with a fast-track untried &amp; untested vaccine ?""",,,,,,,,,,,,,
1,36029E+18;0;Some providers mistakenly gave vaccine meant to be second doses as first doses. “The state can’t guarantee matching doses will be available.” If people do not receive their second dose, what does this do to their immunity against COVID-19?? https://t.co/IGEvasEmZ9,,,,,,,,,,,
1,"34436E+18;0;""Never been so excited to get a shot <U+0001F607>. Wishing the same investment &amp; research dollars used to accelerate the vaccine discovery to approval could be used to accelerate cancer drug development. Looking forward to 2021 &amp; continuing the fight for our cancer patients @KUcancercenter https://t.co/Qa1pUfoVlE""",,,,,,,,,,,,
1,38617E+18;1;Who would have guessed that an untested vaccine would have serious side effects. Yeah I’m holding off https://t.co/BASrBFvWDf,,,,,,,,,,,,
1,34628E+18;0;Just got my first jab of the Covid vaccine today. I'm in a privileged position to get it because of where I go to school, but I urge everyone to get vaccinated when they're able to.,,,,,,,,,,,
1,"34366E+18;1;""Bioweapons Treaty Author COVID vaccine contains HIV",,,,,,,,,,,,
,,,,,,,,,,,,,
"People are testing positive.  https://t.co/rrI8dOiBUy""",,,,,,,,,,,,,
1,"35885E+18;1;""#Orwell Over-70s in England now urged to contact NHS to get a experimental #vaccine jab | Feb 8",,,,,,,,,,,,
- The NHS in England has changed its messaging from “we will contact you” to “contact us” for those over the age of 70.,,,,,,,,,,,,,
"https://t.co/ICpyMr8EBZ""",,,,,,,,,,,,,
1,38802E+18;0;You dont have to worry about whats in the vaccine after hearing salman khan’s new movie ko song<U+0001F600>,,,,,,,,,,,,
1,38813E+18;0;2nd Pfizer dose today. <U+0001F64F><U+0001F3FC>,,,,,,,,,,,,
1,38754E+18;0;Got my 2nd Pfizer-BioNTech #COVIDVaccine dose in NC today. Got my 1st dose 3 weeks ago in GA. The Pfizer CEO said a 3rd dose is likely needed within 12 months. The BioNTech CMO said yearly shots are likely, similar to the flu shot. <U+0001F489>2<U+FE0F><U+20E3><U+2705> #COVID19 #Vaccinated #VaccinesWork https://t.co/jKW1tV2Yj0,,,,,,,,,,,
1,"37178E+18;1;""The unsafe killer #AstraZeneca vaccine is cancelled but only for 2 weeks", until the medical mafia EMA who originally approved it, whitewash the killer vaccine &amp; approve it,,,,,,,,,,
"The real reason 4 suspension is window dressing &amp; giving AZ 4 weeks worth of supply time - they’re behind! https://t.co/5wyMhvUvbQ""",,,,,,,,,,,,,
1,"35922E+18;0;""My mom just got the second dose of the vaccine. ",,,,,,,,,,,,
I’m so happy &amp; relieved.,,,,,,,,,,,,,
"<U+0001F489><U+2764><U+FE0F><U+0001F489><U+2764><U+FE0F><U+0001F489><U+2764><U+FE0F><U+0001F489>""",,,,,,,,,,,,,
1,"39036E+18;1;""GQP Science Today: """"Michael Yeadon", a former employee of Pfizer," said that the government rollout of the COVID-19 vaccine is an attempt at """"mass depopulation"""" with booster recipients expected to die within two years."""" https://t.co/5NGIne3tWS""",,,,,,,,,,
1,37322E+18;1;The So-Called COVID-19 “Vaccine” Is Really A Dangerous Experimental Gene Therapy by Dr. Steven Hotze https://t.co/qlnAQlA2UV via @BitChute,,,,,,,,,,,,
1,3433E+18;0;I am getting my first round of the Covid vaccine tomorrow/ Monday at 9:40am!  I am sooo nervous/ scared to get it!!!<U+0001F489>  I am the first person in my department to get it!!  AHHH  please send positive thoughts! <U+0001F62C> I am literally so anxious for 9:40am tomorrow,,,,,,,,,,,,
1,37414E+18;0;got my first dose of moderna covid vaccine today and I CANT MOVE MY ARM!!!!! IT HURTS SO BAD!,,,,,,,,,,,,
1,36109E+18;0;Finally been able to book back in for my vaccine #2ndTimeLucky,,,,,,,,,,,,
1,34644E+18;0;A Villager who received the COVID-19 vaccine is now nervous about obtaining the second shot. We've got her story.<U+2800> <U+2800> Cli... https://t.co/bdNVhMLMn2,,,,,,,,,,,,
1,"34428E+18;0;""Grateful to have received dose #1 of the COVID-19 vaccine.  This is progress towards slowing down this pandemic and returning to our prior norms.",,,,,,,,,,,,
,,,,,,,,,,,,,
Please excuse (what triceps)," they need a bit more work before going prime time. @MHealthFairview @GopherPMR #PublicHealth https://t.co/feAi0ccp3C""",,,,,,,,,,,,
1,35857E+18;1;Are More People Being Harmed by the Pfizer Experimental “Vaccine” than from COVID? Israeli Population Now the World’s Lab Rats Sold Out to Pfizer https://t.co/bjnSLgY7hU,,,,,,,,,,,,
1,38828E+18;0;Joined the Pfizer gang <U+0001F91F> Thanks to the people at @BlackCreekCHC for their hard work!,,,,,,,,,,,,
1,38828E+18;0;Fully vaxxed! I’m a Pfizer sun and Pfizer moon sign,,,,,,,,,,,,
1,37248E+18;1;I haven't heard of any kids dying from the COVID-19. There has to be some but very few are reported. So what is the science of vaccinating a 6 month old child? Why would they take an untested vaccine for a virus that has little to no chance of killing them? I dont get it.,,,,,,,,,,,,
1,37379E+18;0;Seeing all these people who’ve gotten their vaccine and I haven’t yet I’ve been working through the whole thing in person not at home. Has really started to make me a little bit bitter. #vaccinated #COVID19 #TexasSucks,,,,,,,,,,,,
1,36023E+18;0;I’m booked in for the vaccine on Monday <U+0001F97A><U+0001F97A><U+0001F97A><U+0001F97A> I can see the light at the end of the tunnel <U+0001F64F><U+0001F3FD>,,,,,,,,,,,,
1,"38759E+18;0;""I just joined Club Moderna!",,,,,,,,,,,,
"#vaccinated https://t.co/rmFawVODbL""",,,,,,,,,,,,,
1,38776E+18;0;I’m not just pro-vax I am hyper-vax. I’ve gotten the meningitis vax 6-7x in the past 5 years and tetanus booster so often I lost count. I’m basically a walking T-Cell at this point <U+0001F4AA> <U+0001F525> BRING IT ON. #vaccine #vaccinated #vaccineswork,,,,,,,,,,,,
1,39013E+18;0;So grateful for friends, my friends helped my dad in India book a vaccine appointment and are driving him to the site Friday #friends #grateful,,,,,,,,,,,
1,35928E+18;0;My dad is getting his Covid-19 vaccine shot on Friday @Marina_Sirtis,,,,,,,,,,,,
1,34625E+18;1;The covid vaccine has a high rate of infertility ppl please read the side effects,,,,,,,,,,,,
1,34255E+18;1;Wow! Depopulation or Great Reset starts with Covid vaccine https://t.co/GQMnSh3Hot,,,,,,,,,,,,
1,"34554E+18;1;""“Virus” is flu/pneumonia and is being used for wealth transfer", stealth reparations to “purple revolution” &amp; to coral people to vaccine which is from the 80% depopulation cabal. It'll cause cancers, diseases," etc. &amp; sterility. Ties to spygate. See thread https://t.co/0heTaDzoIu""",,,,,,,,,
1,38662E+18;0;If you was at the Deviant party this weekend dont worry about whats in the vaccine. Good morning.,,,,,,,,,,,,
1,34621E+18;0;Just got my 1st dose of the COVID Pfizer vaccine,,,,,,,,,,,,
1,"38784E+18;0;""Did you get your Covid vaccine yet? Don't forget all votes are anonymous <U+0001F440>",,,,,,,,,,,,
,,,,,,,,,,,,,
"#vaccinated #Tbt #twitch #DeadbyDaylight #thursdayvibes #ThursdayThoughts""",,,,,,,,,,,,,
1,38784E+18;0;What's happening in #Karnataka? Is there #vaccine shortage or shortage of HCWs?  Or are people hesitant to get #vaccinated ? In spite of least vaccine wastage, if we're doing so less, then it's shortage!  How will u conduct the 4th phase then? Ask central govt. for more vaccines https://t.co/6zNrJ8PRGk,,,,,,,,,,
1,34377E+18;0;My thx 2 those working over the holidays to roll out the vaccine.  #Yukon Frnt line health, HR, Comms staff, policy and EMO officials, have all been working, while many rested. I am so grateful for your commitment and sacrifice these last few weeks.  https://t.co/b5FI1eUrBv,,,,,,,
1,"37412E+18;0;""I did not know this was an option. I’ll ask if I can get that for my second jab! ",,,,,,,,,,,,
,,,,,,,,,,,,,
"#PfizerVaccine #Pfizer #NHSCovidVaccine #COVIDIOTS https://t.co/Qnz6OlROt4""",,,,,,,,,,,,,
1,38742E+18;0;#HaveYouHerd, it's World Immunization Week? This observance is a timely reminder that #VaccinesWork to bring us closer together. The sooner we all get vaccinated against COVID-19, the sooner we can reach #HerdImmunity and get back to normalcy. Learn more: https://t.co/0Ilq6KpVbD https://t.co/8ogTM8nrRw,,,,,,,,,,
1,37324E+18;1;The gene therapy promoted by Pfizer can inadvertently allow all variants of Coronavirus to invade your system- causing severe illness or according to a former Gates foundation board member who also works for the German equivalent of the CDC. https://t.co/zakusyFm5e,,,,,,,,,,,,
1,34335E+18;0;Just got my confirmation that I get my first covid vaccine shot Tuesday afternoon <U+0001F62C><U+0001F62C> https://t.co/TVUZOusHjj,,,,,,,,,,,,
1,38759E+18;0;Got my first dose of moderna or however you spell it yesterday, on my way to being fully #vaccinated #doingmypart #GetVaccinated,,,,,,,,,,,
1,"34532E+18;1;""Scientists: This vaccine is 95% effective with 2 doses 3 weeks apart.",,,,,,,,,,,,
,,,,,,,,,,,,,
The UK: Cool. What we're actually going to do is freestyle with a completely untested vaccine schedule. <U+0001F921>,,,,,,,,,,,,,
,,,,,,,,,,,,,
"Fucks sake. I really hoped they'd manage not to fuck up this one thing. https://t.co/xoKHIqgyb5""",,,,,,,,,,,,,
1,34225E+18;0;If you’ve swallowed for a guy who lives off Monster and Cigarettes,,,don’t worry about what’s in the vaccine,,,,,,,,,
1,"3592E+18;0;""Good news: My very high risk parents just got a vaccine appointment for a week from now!!  <U+0001F389> ",,,,,,,,,,,,
,,,,,,,,,,,,,
"So relieved! Let’s go!""",,,,,,,,,,,,,
1,34447E+18;0;am i the only person who works in healthcare that isn’t excited about this vaccine? <U+0001F31A>,,,,,,,,,,,,
1,"39032E+18;0;""Well", I had a morning where I could play Ontario Vaccine Hunger Games and won me a dose of that sweet, sweet AZ by driving up the 404. ,,,,,,,,,,
,,,,,,,,,,,,,
"It really shouldn’t be like this but I’m immensely grateful for science and @VaxHuntersCan for bringing a bit of order to Doug Ford’s chaos.""",,,,,,,,,,,,,
1,"34619E+18;0;""I see someone tweet Boris strategy is vaccine &amp; inshallah. I cried reading that""",,,,,,,,,,,,
1,3422E+18;0;If you drink Caesars don’t worry about what’s in the vaccine,,,,,,,,,,,,
1,35979E+18;0;Before getting #vaccinated against #COVID19, a few #tips can be taken into consideration to make the process easier and hassle-free #Coronavirus #Vaccine https://t.co/i1D0gX7jDX,,,,,,,,,,,
1,3871E+18;1;I'm going to be taking a break from Twitter for a while because my wife is in a lot of pain and I'm going to be taking care of things a lot more and no we didn't get the poison vaccine. Please keep us in prayer. God bless you all in Jesus name.,,,,,,,,,,,,
1,"38753E+18;0;""<U+0001F489> <U+0001F489> #Moderna number 2 in my arm! ",,,,,,,,,,,,
Oh, baby!,,,,,,,,,,,,
"#vaccinated #vaccine https://t.co/HcDns3Snsw""",,,,,,,,,,,,,
1,"34499E+18;1;""It is possible that a bigger gap between 1st and 2nd vaccine dose", and following Pfizer with Oxford will be an effective vaccination programme. But,,,,,,,,,,,
,,,,,,,,,,,,,
We don't have to data to support that.,,,,,,,,,,,,,
,,,,,,,,,,,,,
"And running a population-sized experimental drug regime is... a dystopian Nazi nightmare.""",,,,,,,,,,,,,
1,37378E+18;0;omg please stab me with the vaccine <U+0001F614>,,,,,,,,,,,,
1,38795E+18;0;Can I Get the COVID-19 Vaccine If I Have Cancer? https://t.co/1lhD8fAKjB via @clevelandclinic #GetVaccinated,,,,,,,,,,,,
1,3465E+18;0;If you have unfinished sleeve flame tattoos you don’t need to worry about what’s in the vaccine,,,,,,,,,,,,
1,"3605E+18;1;""New 'vaccine' is experimental biologic therapy"," only reduces symptoms in Covid. Vaccines give immunity &amp;/or reduce contagion. This does neither yet we are asked to participate in human trial. Former coronavirus vaccine candidates killed animals so the phase was omitted this time.""",,,,,,,,,,,
1,34425E+18;0;Amazing news. Mhra say both Pfizer and Oxford vaccines can be used in pregnant and breastfeeding women after a discussion about risk and benefits. Thank you for treating us as grownups (my boob obsessed 14 month old is also grateful)!,,,,,,,,,,,,
1,34342E+18;1;Journalists and commentators: Let's clean up our language. This is NOT a vaccine. It's gene therapy - and experimental gene therapy at that - which, by definition, has not had time for adequate safety trials.,,,,,,,,,,
1,"36044E+18;1;""The CDC admits the experimental genetic engineering shot (not a vaccine) causes death! ",,,,,,,,,,,,
"https://t.co/rBI7bmlOSz""",,,,,,,,,,,,,
1,38778E+18;0;Had my second Moderna shot 2 days ago. No complications to report. Maybe a little more tired than usual for a day but had one of the best, most restful nights of sleep in a long time last night. #COVIDVaccination #vaccinated #vaccinehesitancy,,,,,,,,,,,
1,"38741E+18;0;""<U+2733><U+FE0F> Moderna has begun testing its COVID-19 vaccine in children ages 6 months to less than 12 years. This is the first such study with paediatric participants.",,,,,,,,,,,,
FIND OUT MORE <U+0001F449> https://t.co/SkVuzqthIF,,,,,,,,,,,,,
"<U+0001F7E9> #KidCOVE #moderna #worldimunizationweek #VaccinesWork https://t.co/pqMXyf5NSV""",,,,,,,,,,,,,
1,34441E+18;0;I am so excited! Finally got to register for my Covid Vaccine! Getting it Monday!!!! #CovidVaccine,,,,,,,,,,,,
1,"34624E+18;0;""Just got my Covid vaccine <U+0001F489> ",,,,,,,,,,,,
So many mixed emotions. ,,,,,,,,,,,,,
This virus has really messed with me mentally," I don’t know how to feel <U+0001F972>""",,,,,,,,,,,,
1,"35871E+18;1;""#perthlockdown ",,,,,,,,,,,,
#lockdown2021 ,,,,,,,,,,,,,
#lockdownWA ,,,,,,,,,,,,,
#CovidVariants ,,,,,,,,,,,,,
#covid19WA ,,,,,,,,,,,,,
,,,,,,,,,,,,,
What vaccine?,,,,,,,,,,,,,
,,,,,,,,,,,,,
Oh you mean that useless, untested, unproven gene therapy technology that is not a vaccine but is actually worse than the virus itself. ,,,,,,,,,,,
,,,,,,,,,,,,,
Passport? no thanks, not 4me!,,,,,,,,,,,,
,,,,,,,,,,,,,
"https://t.co/BbT2KPQS6T""",,,,,,,,,,,,,
1,"36034E+18;1;""Biden administration announced it wants to launch a $1 billion vaccine awareness [i.e. propaganda] campaign... expect to be propagandized", coerced, incentivized, bribed and lied to... experimental biological agent into your veins by the end of this year.,,,,,,,,,
,,,,,,,,,,,,,
"https://t.co/0NLy7TCL24""",,,,,,,,,,,,,
1,3733E+18;0;Day 2 of having taken the vaccine, no spidey powers yet but I'm still hoping. Will keep everyone updated,,,,,,,,,,,
